image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,LightNoise,LightNoise_light_param,GradientLightNoise,GradientLightNoise_light_param,CircularLightNoise,CircularLightNoise_light_param,CircularLightNoise_r_circle,CircularLightNoise_kernel_sigma,SPNoise,SPNoise_amount_sp,SPNoise_bw,SPNoise_pepper_color,SPNoise_salt_color,NegativeNoise,BlurNoise,BlurNoise_blur_sigma,BlurNoise_blur_kernel_size,pitch,yaw,roll,scale,label,instance_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.02222,0.0,0.0,0.8154,Correct,01_TE_80405$ad575128-64a6-4b27-946e-eb546e1a7ed9
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.4673,1.0,0.4453,0.7656,0.0,0.0,-0.6,-0.2307,0.0,0.1777,0.4,0.02051,Corrupt,53_WHEEL_16228$34a290c2-8972-430e-8551-72e818c4ee53
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.1222,0.0,0.02222,0.552,Correct,73_NON_12098$93908347-1fc2-4e4b-8a65-48f7e0aa117d
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.7324,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.6445,0.4443,0.0,0.12305,Correct,42_RE_20052$c41347d4-f005-4d1b-a58f-89d4c2fd47ae
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.791,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.4111,0.9224,0.0879,Corrupt,08_TE_15979$c560d274-7cdc-4c5a-ab7a-530805a50ebc
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.0752,Correct,48_GHAF_76992$6fa48103-35fe-4532-803b-6c218a74cf0b
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.622,0.0,0.0713,Corrupt,99_SIN_22839$1a68fee3-dd05-48e9-bcf6-2268a3e3bb5c
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.2888,0.0,0.6104,Correct,68_GHAF_49120$c9fc862f-5ab3-49d7-a428-c9331cd0b540
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.1111,0.933,0.3838,Corrupt,52_SAD_73236$bebb93bb-8f6a-4d38-b681-53e8a2fa089f
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.1147,1.0,0.1371,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.2,0.4614,0.0,0.0,0.0,0.6797,Correct,51_GHAF_36030$b826211d-f541-4403-b246-329fb8c487ae
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.2778,0.0,0.967,0.5625,Corrupt,03_SIN_36975$fd564850-8d09-4c0e-ad07-763d110f394d
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5796,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.4307,Correct,08_VAV_78572$08fbd993-2f37-4582-b7ce-9faa22a292c3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3147,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.9,1.0,0.8203,0.3203,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.1562,Correct,20_RE_42980$9571c1a5-dcce-47ad-9d84-bc8bd795447f
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.6445,0.0,0.6445,Correct,33_EIN_85679$9ec22e43-a4f9-4ed3-84d9-bbfc3ffa1a79
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.644,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.7666,0.619,Corrupt,13_SAD_37799$05c3e596-7010-44d9-8d74-5dbae3d2ba51
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.8887,0.0,0.0,0.1953,Correct,44_EIN_42809$2be8f8f1-223b-48d5-9416-16b8277dc866
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.04443,0.6665,0.0,0.711,Correct,38_YE_15439$f83083d4-82e1-4b49-9fd1-323fe05d6812
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.10547,Correct,72_DAL_98641$abd32c75-b206-47c9-becd-c0e7895d591c
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.622,0.0,0.663,Correct,47_MIM_82519$78204eff-f851-453a-afb5-8a86851ee2b6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.689,0.0,0.375,0.2188,0.0,0.0,-0.6,-0.2307,0.0,0.878,0.0,0.3242,Correct,21_HE_35556$7e84e328-9def-46f1-8303-813842391b3f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.1111,0.8066,Correct,10_GHAF_54621$41e71f39-cc71-4a7a-9ad4-33abccd75593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.4556,0.9556,0.0,0.6133,Correct,81_RE_80384$99c5ba2f-bc8d-42bf-9dd9-b873a73e5c23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.1328,Correct,86_DAL_45030$8d0f3a25-fd81-46ce-945e-708251c6be44
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.2979,Correct,55_LAM_55600$cab8129e-f1c4-40f4-b1e4-840f7dd63c6b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.6665,1.0,0.6406,0.1562,0.0,1.0,0.0,0.1538,0.1555,0.0,0.0,0.1602,Correct,73_GHAF_04446$9d86bcd9-aacb-49bf-8758-94a5da7ca570
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.509,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.4666,0.4355,Corrupt,90_MIM_33045$424934ec-2ba5-4930-bb86-3540337e1a40
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6235,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.2363,Corrupt,38_NON_80248$141b6423-4f3d-481c-9f6c-8581a54f5783
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.2,0.0,0.3223,0.0,0.9443,0.3154,Corrupt,78_SIN_40613$1c2769d2-d93f-48e0-b9f0-c564cf120cc7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.1475,Correct,95_TA_30348$130c0d14-f6fc-49c4-a8fb-82d091f1c275
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.7295,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.1666,0.0,0.811,0.9717,Corrupt,95_GHAF_52401$3a0512f5-5c80-4c41-a5a0-d66efba8ce08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.933,0.0,0.0,0.0791,Correct,68_SIN_98777$d8286a99-9ffb-4951-9735-0ec29b6d9a7e
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.2778,0.1777,Correct,93_GHAF_07541$04fcb987-a0a0-459e-8ccc-4e54c2d20226
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.594,0.6875,0.289,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.8643,Correct,53_TA_52161$a2f70f7b-5d5a-4ece-a998-793132d97f27
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.2,0.4614,0.2444,0.0,0.5225,0.11426,Corrupt,61_BE_81659$1d2de80a-438d-459d-81f5-107d8fcc86bc
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.331,Correct,31_VAV_90769$62dbdc96-7b2b-4597-bbfe-ca3e901e2871
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.8057,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.9775,0.0,0.2773,Correct,26_TA_14912$ccc04cfa-427e-45cd-a6a9-4816cfed0288
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.248,Correct,99_TA_49232$07ba215d-4e50-4b0e-afbb-5ea1e0d7a1ed
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.8555,0.782,Corrupt,77_SIN_78870$72318b70-b635-4fe3-9583-e5e4d85d42bf
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.698,Correct,73_LAM_51539$7d59197f-fd0c-4e71-97ad-52d5ba6d24f1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.4,0.4614,0.0,0.0,0.389,0.627,Corrupt,86_LAM_56669$323000d2-cc53-4465-af91-7142bcbe8ed4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.971,1.0,0.414,0.08594,0.0,0.0,-0.6,-0.2307,0.0,0.4443,0.3555,0.2031,Corrupt,21_JIM_71529$1a09118d-902f-4446-bf05-bef1e68303ba
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.5806,0.0,0.539,0.586,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.9556,0.593,Corrupt,50_GHAF_73718$04d43a90-59fe-4fa9-a591-d46d78de16d2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.1,0.933,0.1201,Corrupt,32_SAD_33237$09800432-03d4-4a49-975a-6f562e6892ac
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.6,0.5,0.0,0.3135,Correct,13_LAM_23004$ef6871ee-af4c-4951-8319-54951c112f30
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.211,0.702,Correct,90_MIM_84173$75418cba-5d4a-4051-99b1-f291cd216b3e
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,1.0,0.8,0.3076,0.0,0.4666,0.6665,0.0381,Corrupt,37_RE_09612$66437b7b-19c4-4700-8b52-e93e76892109
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.4756,Correct,25_TE_51926$633c9927-6b12-4ded-af3c-4ad1b884718e
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.8765,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.8667,0.0,0.09766,Correct,14_WHEEL_79703$ef71bb5b-9fc3-490c-854a-ec3c208b477f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.6846,Correct,34_LAM_10038$ceaf0812-e934-4c92-8c73-bdace45eb4fd
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.5444,0.0,0.0,0.628,Correct,72_WHEEL_28721$92fb3545-38c8-4515-8806-bcb4c2f2da17
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.2323,0.75,0.5825,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.567,0.296,Corrupt,93_HE_59181$84153fef-c377-4193-a4b9-94db8d33fb40
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.311,0.0,0.0,0.5576,Correct,61_RE_14089$753e2764-ab67-4cbe-881f-a2880c8c544b
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.856,1.0,0.2583,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.927,Correct,14_YE_02081$898e1e39-7f06-42cf-a1e4-ae07ef37d29c
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.711,0.0,0.0,0.10254,Correct,22_WHEEL_09965$02ccf940-46f7-400c-b41a-c2a3e8b87b27
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.01111,0.0,0.0,0.4658,Correct,00_TE_15283$768aa9b6-a255-48c9-97e1-d0ec094b42e6
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.5225,0.7446,0.2888,0.1377,Corrupt,82_BE_92134$30301ba7-d946-4348-a152-5d4aca0a0f98
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,1.0,1.0,0.1538,0.0,0.0,0.0,0.11816,Correct,03_DAL_88210$fe8d0d98-e0cc-40d6-8dea-abe760a51a10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.9,0.1123,Corrupt,32_LAM_60084$96500e69-f8a4-4de2-87cf-e1802e404724
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.4666,0.0,0.4,0.4795,Corrupt,67_EIN_01823$31f7d1e1-6d6a-469b-90e8-722578511b84
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.1499,1.0,0.6094,0.2188,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.6333,0.05762,Corrupt,44_SAD_50000$f802bb78-2731-4829-88f1-32114f692649
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.00586,Correct,48_GHAF_52990$074b17ce-85e8-49e2-a41a-487910cacf00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.1444,0.1222,0.0,0.08984,Correct,62_DAL_41577$201fb833-cfbb-4a6e-8abd-93ab6b81d0be
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.9175,0.0625,0.974,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.3667,0.165,Corrupt,92_GHAF_26514$f3029ee8-cc8f-41ec-9711-9c185380745f
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.0,0.4614,0.0,0.0,0.0,0.3818,Correct,73_TE_25959$32ccd0aa-36a6-4b76-a64e-8dfca5829b35
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.911,0.05554,0.311,0.9697,Corrupt,52_NON_05007$b4f441eb-4daa-47c8-8d32-2acb1f66b810
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.05554,0.0,0.0,0.6504,Correct,52_YE_55709$59ec0732-cc5c-448f-b878-ded1b8446405
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.4778,0.5776,0.4521,Corrupt,51_YE_07382$902523ca-c005-47f7-aadd-2b62e9e70260
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.6665,0.0,0.336,Correct,77_RE_90631$0202e750-81bc-4847-8319-41796e769885
