image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,LightNoise,LightNoise_light_param,GradientLightNoise,GradientLightNoise_light_param,CircularLightNoise,CircularLightNoise_light_param,CircularLightNoise_r_circle,CircularLightNoise_kernel_sigma,SPNoise,SPNoise_amount_sp,SPNoise_bw,SPNoise_pepper_color,SPNoise_salt_color,NegativeNoise,BlurNoise,BlurNoise_blur_sigma,BlurNoise_blur_kernel_size,pitch,yaw,roll,scale,label_noise,label_rotation,label,instance_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.359,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.3438,Correct,Correct,Correct,85_EIN_34566$c13392e1-bcdb-48bc-acae-f81a5d1dd3cc
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.991,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.8013,1.0,0.867,0.992,0.0,0.0,-0.6,-0.2307,0.4778,0.8223,0.0,0.0703,Corrupt,Correct,Corrupt,01_VAV_85168$9407cfc2-9ade-46ff-9851-55223ebcfd7d
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.1736,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.2705,Correct,Correct,Correct,56_TE_05357$7fe69daa-d210-4ca9-9a96-3e89d76f9c52
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.589,0.0,0.711,0.1826,Correct,Corrupt,Corrupt,86_RE_19371$41dd8beb-04e3-4f4c-bcdd-b62acdbc2786
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09705,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.1787,Corrupt,Correct,Corrupt,41_GHAF_70503$f46b0cb5-03fa-4e4c-9421-4fde6d7d8b58
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4854,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.9,1.0,0.1406,0.1641,1.0,0.0,-0.6,-0.2307,0.0,0.7666,0.0,0.627,Corrupt,Correct,Corrupt,90_WHEEL_12390$94f84c97-57b2-498a-b83a-18d56a754461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3647,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.502,Correct,Correct,Correct,79_TA_14184$239fd6dc-996d-4c76-b4e5-00a0615b737f
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,0.8086,0.5625,0.9346,1.0,0.3408,1.0,0.797,0.7188,0.0,0.0,-0.6,-0.2307,0.789,0.0,0.4,0.752,Correct,Corrupt,Corrupt,31_SAD_89952$4d6644c3-436a-4995-816a-803e7e050a36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.8555,0.0,0.1666,0.1533,Correct,Correct,Correct,16_TA_27479$030c9445-b4b5-4904-a802-3c5d06bd7daa
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.6,0.1,0.656,0.792,Correct,Corrupt,Corrupt,20_RE_83715$7e5f6b22-9df9-4b14-8104-69bd4744cf97
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.1362,1.0,0.1797,0.375,0.0,0.0,-0.6,-0.2307,0.844,0.0,0.778,0.0928,Correct,Corrupt,Corrupt,71_RE_84847$c52cca0d-09bf-493a-a865-dac2be0becc8
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7236,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.789,0.0,0.311,0.5723,Correct,Corrupt,Corrupt,32_WHEEL_22825$8c2d6fc0-f157-4b98-b469-0090b2110834
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03235,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.3945,Correct,Correct,Correct,77_MIM_86566$9e1b8743-7dcd-4f40-b71f-8487fedfbadc
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.606,1.0,0.709,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.4795,Correct,Correct,Correct,79_YE_83988$8f0b428b-f9c4-4503-9305-8e83d15abfe4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.2222,0.1555,0.02051,Correct,Correct,Correct,01_WHEEL_75311$3bdb6c96-480d-4534-a366-32aee3f4bc6e
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.874,Correct,Correct,Correct,58_WHEEL_27811$613c33dd-2ef9-477d-ba6c-3b9e46f2fdf0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.3594,1.0,0.2031,0.414,0.0,0.0,-0.6,-0.2307,0.3667,0.0,0.0,0.377,Correct,Correct,Correct,69_TE_54710$f7f0feef-ac62-497a-9d84-7335c51a5720
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.10297,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.557,0.0,0.992,0.6562,0.0,0.0,-0.6,-0.2307,0.9556,0.0,0.0,0.7686,Correct,Correct,Correct,08_TE_11775$7144f580-ea00-454a-94ab-a71400b0c004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.648,0.0,0.25,1.0,0.0,0.0,-0.6,-0.2307,0.422,0.0,0.0,0.8516,Correct,Correct,Correct,96_TA_58918$d04c364b-7dad-40e6-9860-f59ab2c583ac
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.8,0.615,0.0,0.0,0.0,0.9404,Correct,Correct,Correct,31_MIM_69090$ffe6bac7-c10c-4e7e-ab27-d2e8924ec304
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2059,1.0,0.7764,0.625,0.04416,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.4,0.615,0.0,0.0,0.0,0.9365,Correct,Correct,Correct,20_WHEEL_44590$c4bb8051-87d4-4259-abbb-360ce1dd83b8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.5225,0.7725,Correct,Corrupt,Corrupt,36_DAL_44456$68f8d292-20ed-499f-ad95-4b7a63b21933
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,1.0,1.0,0.3076,0.8555,0.0,0.0,0.785,Corrupt,Correct,Corrupt,18_NON_07674$848e4fde-921b-49ed-aa2c-576ea3ab5c2b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.9634,0.0,0.3672,0.742,0.0,0.0,-0.6,-0.2307,0.3777,0.5444,0.0,0.2324,Correct,Correct,Correct,75_BE_78820$94c0b391-f13a-4c61-954b-aa0abfe89141
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.3445,0.0,0.1328,Correct,Correct,Correct,99_WHEEL_61037$4c52b7bb-4ce7-4d55-b283-30cb20b934db
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.6665,0.3333,0.0,0.166,Correct,Correct,Correct,50_TA_28933$d558fc29-6ff8-4f3e-987a-fc1ae1adb1ad
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.9795,Correct,Correct,Correct,53_YE_53075$cbfcf113-4548-42f1-9fa1-6c158e2d9bfb
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.5,0.0,0.9775,0.012695,Correct,Corrupt,Corrupt,95_YE_37783$0902fa60-12eb-4f6c-87fc-31cd8bff207a
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.0996,Correct,Correct,Correct,88_YE_62477$e11f5550-d460-48b8-8c80-6087c651c6fe
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.503,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.7446,0.0,0.2041,Correct,Correct,Correct,83_RE_41469$cb107ca5-4fe1-4672-b233-2a76c72b1a98
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.5557,0.2568,Correct,Corrupt,Corrupt,86_SIN_19714$ac34249e-7e6f-458b-ae00-58114e0ce4be
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.7583,1.0,0.125,0.711,0.0,1.0,0.6,0.769,0.0,0.0,0.1222,0.1572,Corrupt,Correct,Corrupt,59_NON_30131$b707428e-73d3-4b15-b5dd-a6b2e544fbbe
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4912,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.1333,0.5625,Correct,Correct,Correct,05_LAM_19813$3e58d12f-fe98-4e33-8ad5-fccd5cdd52d6
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.2222,0.6333,0.6333,0.8164,Correct,Corrupt,Corrupt,78_YE_84795$300134e8-083e-4dc4-af4b-ee06d738e90d
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.3223,0.0,0.0,0.8154,Correct,Correct,Correct,40_YE_42841$4e1d2615-7f71-4431-b910-f40e23b444a4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.05554,0.0,0.1523,Correct,Correct,Correct,54_GHAF_05840$84a30989-2392-4940-bc68-fb4b34f39b9d
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.422,0.6123,Correct,Corrupt,Corrupt,29_WHEEL_21131$3fe80bef-c40f-4673-834b-2924f2e0377b
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.09705,0.875,0.11816,1.0,0.986,1.0,0.578,0.2578,0.0,1.0,0.8,0.1538,0.0,0.0,0.0,0.579,Correct,Correct,Correct,47_HE_16690$2a4e0399-9fab-4348-9ecc-8c250c2faef0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.4048,1.0,0.01563,0.625,0.0,0.0,-0.6,-0.2307,0.533,0.0,0.06665,0.3477,Correct,Correct,Correct,68_HE_58723$b82a8dc9-4e47-4664-b3f9-efc8f258c3c2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.572,1.0,0.1406,0.4922,1.0,0.0,-0.6,-0.2307,0.0,0.04443,0.0,0.1963,Correct,Correct,Correct,25_SAD_08191$0ec378e9-d14e-4981-9419-fa082fe0b476
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.994,1.0,0.4324,1.0,0.6147,0.625,0.2148,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.1111,0.989,0.711,0.998,Correct,Corrupt,Corrupt,73_VAV_16135$47956808-7442-42ef-9288-46988d5dc4bf
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.1265,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.0,0.4614,0.4443,0.0,0.0,0.5596,Correct,Correct,Correct,89_EIN_80373$291e1eee-a0b9-47bc-942a-6645cb931199
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.04834,0.0,0.007812,0.03906,1.0,0.0,-0.6,-0.2307,0.08887,0.0,0.0,0.4336,Correct,Correct,Correct,67_SIN_87689$a7d2526d-6021-41fa-82da-d824011e6382
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.6777,0.0,0.3037,Correct,Correct,Correct,52_SIN_30806$aa8bddca-91f0-487c-a545-74704794837d
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.827,Correct,Correct,Correct,83_SAD_82031$10ded69e-218d-4113-b01f-8660a25e4465
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.6,0.769,0.1111,0.0,0.0,0.5215,Correct,Correct,Correct,73_TE_52715$c7fddeec-a2b1-42ff-bdad-9effc84083c3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.5444,0.9775,0.372,Correct,Corrupt,Corrupt,10_TA_52782$cf00fdb7-db56-4b65-9dad-2a055c85db1d
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.3,0.02222,0.0,0.3184,Correct,Correct,Correct,23_EIN_91679$2d855a1e-5096-4d32-819a-969e3161d31f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.01111,0.0,0.0,0.926,Correct,Correct,Correct,22_HE_35164$05c2b0a5-b362-4c63-87ca-24a566dca084
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4412,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.989,0.0,0.0,0.042,Correct,Correct,Correct,13_YE_76794$bb2ba781-cab7-4063-935f-e53f763cabe4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,1.0,0.01563,0.0,0.961,0.8203,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.9805,Correct,Correct,Correct,66_BE_37961$ba6fa0c7-8706-4fe0-bd97-2dfc5dd52337
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.389,0.0,0.422,0.1943,Correct,Corrupt,Corrupt,05_EIN_52983$4d0dc653-ffda-4389-8a88-c5d37d1a5da3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.3,0.0,0.1523,Correct,Correct,Correct,46_GHAF_54860$d854897b-6696-4c1e-9d83-0fc6be322412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.6333,0.0,0.778,0.6084,Correct,Corrupt,Corrupt,00_NON_08471$ce35e369-7538-43a1-971d-87d1742d82de
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.4556,0.0,0.0,0.922,Correct,Correct,Correct,59_NON_91117$d10e5def-5027-460a-8fb2-675e8f1f6d01
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.1333,0.0,0.501,Correct,Correct,Correct,60_GHAF_46202$13200ed3-df49-4b48-a186-f7972e7fb4b8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.5225,0.0,0.335,Correct,Correct,Correct,86_SIN_96009$d128af17-de4c-4740-90a1-21bed0d472ee
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.778,0.311,0.7,0.748,Correct,Corrupt,Corrupt,00_NON_18120$d67d5030-0624-476b-a910-11d80a467c4e
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2883,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.8555,0.511,0.6484,Corrupt,Corrupt,Corrupt,40_HE_48243$54097101-3a24-4c3d-8253-324301cefa37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.878,0.0,0.1444,0.0703,Correct,Correct,Correct,29_TE_93064$c310dd38-8639-4635-b6db-9ff887c528e7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,1.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.671,Correct,Correct,Correct,92_GHAF_93451$822d08f2-d221-401d-9843-e8ac41149dc2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,1.0,0.6,0.615,0.0,0.0,0.0,0.8613,Correct,Correct,Correct,01_VAV_23799$fb61f012-685c-4d33-9fb1-4d3c82c9e6b2
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7295,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.0,0.0,0.0,0.717,Correct,Correct,Correct,40_HE_45354$6a5ae612-8c4a-4e38-809a-3015da1955bb
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6973,0.0,0.5,0.0,0.5,-0.9375,0.0,0.0,-0.6,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.2307,0.9775,0.0,0.0,0.703,Correct,Correct,Correct,92_WHEEL_92706$ef379494-1e74-4259-868d-0af78ed2e3d8
